Sample	Cancer type	DITHER score	mDITHER score	cDITHER score
TCGA-GV-A3QI-01A	BLCA	3.505876348	4.11417708	2.897575616
TCGA-GV-A3QK-01B	BLCA	3.057019658	3.502075544	2.611963773
TCGA-GV-A40E-01A	BLCA	2.68710584	2.61651618	2.757695499
TCGA-GV-A40G-01A	BLCA	3.311103339	3.760146093	2.862060586
TCGA-GV-A6ZA-01A	BLCA	3.091251627	3.790587251	2.391916002
TCGA-H4-A2HO-01A	BLCA	2.57300583	2.940663983	2.205347677
TCGA-H4-A2HQ-01A	BLCA	3.418392131	3.486470643	3.350313619
TCGA-HQ-A2OE-01A	BLCA	3.129836123	3.436203532	2.823468714
TCGA-HQ-A2OF-01A	BLCA	3.541202394	3.778036354	3.304368434
TCGA-HQ-A5ND-01A	BLCA	3.076853696	3.419486162	2.73422123
TCGA-HQ-A5NE-01A	BLCA	2.859604441	3.108829238	2.610379643
TCGA-K4-A3WS-01A	BLCA	2.450408077	2.890046414	2.010769739
TCGA-K4-A3WU-01B	BLCA	2.303238864	2.182297161	2.424180566
TCGA-K4-A3WV-01A	BLCA	3.327154828	3.614430586	3.039879071
TCGA-K4-A4AB-01B	BLCA	3.029036187	3.521705501	2.536366874
TCGA-K4-A4AC-01A	BLCA	2.839481462	2.922332186	2.756630739
TCGA-K4-A54R-01A	BLCA	2.538440399	2.901065024	2.175815774
TCGA-K4-A5RH-01A	BLCA	2.784326544	3.042986249	2.525666838
TCGA-K4-A5RI-01A	BLCA	3.309742975	3.805783316	2.813702634
TCGA-K4-A5RJ-01A	BLCA	2.956780443	2.86372359	3.049837295
TCGA-K4-A6FZ-01A	BLCA	2.948187439	3.107411387	2.78896349
TCGA-K4-A6MB-01A	BLCA	3.550083151	3.907683	3.192483302
TCGA-K4-A83P-01A	BLCA	1.884717381	1.661320374	2.108114388
TCGA-K4-AAQO-01A	BLCA	2.712893441	2.968714718	2.457072164
TCGA-KQ-A41N-01A	BLCA	2.953122401	3.430210226	2.476034576
TCGA-KQ-A41O-01A	BLCA	3.543343411	4.019902799	3.066784022
TCGA-KQ-A41P-01A	BLCA	3.30367331	3.887302355	2.720044266
TCGA-KQ-A41Q-01A	BLCA	2.885394919	3.017707026	2.753082811
TCGA-KQ-A41R-01A	BLCA	3.412164449	3.835259548	2.98906935
TCGA-KQ-A41S-01A	BLCA	2.693933844	3.132263662	2.255604026
TCGA-LC-A66R-01A	BLCA	2.967361251	3.262100136	2.672622366
TCGA-LT-A5Z6-01A	BLCA	3.375805597	3.557836481	3.193774714
TCGA-LT-A8JT-01A	BLCA	2.966428993	3.28217955	2.650678435
TCGA-MV-A51V-01A	BLCA	2.906777691	2.922938686	2.890616697
TCGA-PQ-A6FI-01A	BLCA	3.289615028	3.927272684	2.651957373
TCGA-PQ-A6FN-01A	BLCA	2.153441112	2.438821779	1.868060445
TCGA-R3-A69X-01A	BLCA	2.291736755	2.281067613	2.302405896
TCGA-S5-A6DX-01A	BLCA	2.61639101	2.957077455	2.275704565
TCGA-S5-AA26-01A	BLCA	2.756862967	3.65726076	1.856465174
TCGA-SY-A9G0-01A	BLCA	2.282597666	2.147886448	2.417308883
TCGA-SY-A9G5-01A	BLCA	2.963100205	3.094656719	2.831543691
TCGA-UY-A78K-01A	BLCA	2.315595108	2.379304605	2.251885611
TCGA-UY-A78L-01A	BLCA	2.789440317	3.298686229	2.280194405
TCGA-UY-A78M-01A	BLCA	3.21329393	3.70830336	2.718284501
TCGA-UY-A78N-01A	BLCA	3.225037545	3.728805405	2.721269685
TCGA-UY-A78O-01A	BLCA	2.854293313	3.098592109	2.609994516
TCGA-UY-A78P-01A	BLCA	2.277034364	2.184915978	2.369152751
TCGA-UY-A8OB-01A	BLCA	3.025669167	3.404103946	2.647234388
TCGA-UY-A8OC-01A	BLCA	3.136050485	3.557639306	2.714461664
TCGA-UY-A8OD-01A	BLCA	3.225160845	3.493934387	2.956387302
TCGA-UY-A9PA-01A	BLCA	1.949718451	1.942271003	1.957165899
TCGA-UY-A9PB-01A	BLCA	2.473046967	2.55824299	2.387850945
TCGA-UY-A9PD-01A	BLCA	3.267716646	3.505144912	3.03028838
TCGA-UY-A9PE-01A	BLCA	3.091910194	3.243503184	2.940317203
TCGA-UY-A9PF-01A	BLCA	2.928208382	3.069531255	2.786885509
TCGA-UY-A9PH-01A	BLCA	2.839966781	3.206067977	2.473865584
TCGA-XF-A8HB-01A	BLCA	2.884742255	3.389253063	2.380231447
TCGA-XF-A8HC-01A	BLCA	3.128614201	3.562739599	2.694488803
TCGA-XF-A8HD-01A	BLCA	2.860089207	3.147431363	2.572747051
TCGA-XF-A8HE-01A	BLCA	2.362302348	2.50141544	2.223189256
TCGA-XF-A8HF-01A	BLCA	3.401176427	3.707035885	3.095316969
TCGA-XF-A8HG-01A	BLCA	3.359476582	3.747886932	2.971066231
TCGA-XF-A8HH-01A	BLCA	2.937106051	2.974530905	2.899681197
TCGA-XF-A8HI-01A	BLCA	2.763824712	3.229187349	2.298462075
TCGA-XF-A9SG-01A	BLCA	3.007491436	3.201094503	2.813888369
TCGA-XF-A9SH-01A	BLCA	3.317835107	3.306798208	3.328872006
TCGA-XF-A9SI-01A	BLCA	2.08205936	1.910967255	2.253151465
TCGA-XF-A9SJ-01A	BLCA	2.690963877	2.819319692	2.562608063
TCGA-XF-A9SK-01A	BLCA	3.014139107	3.119067941	2.909210273
TCGA-XF-A9SL-01A	BLCA	1.68415092	1.534379935	1.833921905
TCGA-XF-A9SM-01A	BLCA	2.28668821	2.433995725	2.139380694
TCGA-XF-A9SP-01A	BLCA	2.890865126	3.043592695	2.738137557
TCGA-XF-A9ST-01A	BLCA	3.281144561	3.923855853	2.638433268
TCGA-XF-A9SU-01A	BLCA	2.367320547	2.664354647	2.070286447
TCGA-XF-A9SV-01A	BLCA	3.255169	3.553112126	2.957225873
TCGA-XF-A9SW-01A	BLCA	2.242095968	2.450079305	2.03411263
TCGA-XF-A9SX-01A	BLCA	2.705726193	2.911777416	2.49967497
TCGA-XF-A9SY-01A	BLCA	2.326466931	2.304010874	2.348922987
TCGA-XF-A9SZ-01A	BLCA	2.81386876	2.934193622	2.693543897
TCGA-XF-A9T0-01A	BLCA	3.323035959	3.790208376	2.855863542
TCGA-XF-A9T2-01A	BLCA	2.818905191	3.257208124	2.380602258
TCGA-XF-A9T3-01A	BLCA	2.765832761	3.150264887	2.381400635
TCGA-XF-A9T4-01A	BLCA	2.995884746	3.10731427	2.884455222
TCGA-XF-A9T5-01A	BLCA	3.09344761	3.395311471	2.79158375
TCGA-XF-A9T6-01A	BLCA	3.302469719	3.550608321	3.054331116
TCGA-XF-A9T8-01A	BLCA	2.675018816	2.835653334	2.514384298
TCGA-XF-AAME-01A	BLCA	1.546439729	1.295461844	1.797417615
TCGA-XF-AAMF-01A	BLCA	3.204900776	3.438445449	2.971356103
TCGA-XF-AAMG-01A	BLCA	3.404134129	3.760816396	3.047451862
TCGA-XF-AAMH-01A	BLCA	2.632048062	3.236121785	2.027974338
TCGA-XF-AAMJ-01A	BLCA	2.302158761	2.270960969	2.333356553
TCGA-XF-AAML-01A	BLCA	3.062335661	3.294022352	2.830648971
TCGA-XF-AAMQ-01A	BLCA	3.391339055	3.864110931	2.918567178
TCGA-XF-AAMR-01A	BLCA	2.453857889	2.538856908	2.368858869
TCGA-XF-AAMT-01A	BLCA	2.763825611	3.186583642	2.341067579
TCGA-XF-AAMW-01A	BLCA	2.508144839	2.943826089	2.072463589
TCGA-XF-AAMX-01A	BLCA	3.549342193	4.03571191	3.062972477
TCGA-XF-AAMY-01A	BLCA	3.197847239	3.385422363	3.010272115
TCGA-XF-AAMZ-01A	BLCA	2.397322859	2.336983427	2.457662291
TCGA-XF-AAN0-01A	BLCA	2.888182904	3.410553905	2.365811903
TCGA-XF-AAN1-01A	BLCA	2.639523004	3.479552158	1.799493851
TCGA-XF-AAN2-01A	BLCA	2.993872641	3.29398929	2.693755992
TCGA-XF-AAN3-01A	BLCA	2.735413186	3.266806682	2.20401969
TCGA-XF-AAN4-01A	BLCA	1.798579421	1.601014306	1.996144536
TCGA-XF-AAN5-01A	BLCA	2.666244307	2.933181963	2.399306651
TCGA-XF-AAN7-01A	BLCA	3.308368052	3.853229126	2.763506978
TCGA-XF-AAN8-01A	BLCA	1.31200685	0	2.624013701
TCGA-YC-A89H-01A	BLCA	2.556959069	3.033524874	2.080393263
TCGA-YC-A8S6-01A	BLCA	1.972777972	2.048249901	1.897306042
TCGA-YC-A9TC-01A	BLCA	2.643660956	3.101997172	2.18532474
TCGA-YF-AA3L-01A	BLCA	2.8848586	3.215978619	2.55373858
TCGA-YF-AA3M-01A	BLCA	3.196994188	3.63859308	2.755395297
TCGA-ZF-A9R0-01A	BLCA	3.046053359	3.55630709	2.535799628
TCGA-ZF-A9R1-01A	BLCA	2.520789893	3.074973006	1.966606781
TCGA-ZF-A9R2-01A	BLCA	3.130816256	3.932177302	2.329455209
TCGA-ZF-A9R3-01A	BLCA	3.19522304	3.538571713	2.851874367
TCGA-ZF-A9R4-01A	BLCA	3.402765762	3.82500585	2.980525674
TCGA-ZF-A9R5-01A	BLCA	2.757261256	3.193246084	2.321276428
TCGA-ZF-A9R7-01A	BLCA	3.213150524	3.348131225	3.078169823
TCGA-ZF-A9R9-01A	BLCA	3.135394883	3.690135024	2.580654743
TCGA-ZF-A9RC-01A	BLCA	2.796838206	2.862276557	2.731399855
TCGA-ZF-A9RD-01A	BLCA	2.862903544	3.282168776	2.443638311
TCGA-ZF-A9RE-01A	BLCA	3.19621137	3.506116574	2.886306165
TCGA-ZF-A9RF-01A	BLCA	3.198724771	3.531907746	2.865541797
TCGA-ZF-A9RG-01A	BLCA	2.35755444	2.825636302	1.889472578
TCGA-ZF-A9RL-01A	BLCA	2.954983543	3.373809329	2.536157756
TCGA-ZF-A9RM-01A	BLCA	3.23920166	3.804571419	2.673831902
TCGA-ZF-A9RN-01A	BLCA	3.128119693	3.572294985	2.683944402
TCGA-ZF-AA4N-01A	BLCA	3.075948467	3.579381538	2.572515396
TCGA-ZF-AA4R-01A	BLCA	3.304730569	3.536208783	3.073252355
TCGA-ZF-AA4T-01A	BLCA	3.184002052	3.481660535	2.886343569
TCGA-ZF-AA4U-01A	BLCA	3.312764118	3.63872904	2.986799195
TCGA-ZF-AA4V-01A	BLCA	3.109795589	3.383737696	2.835853482
TCGA-ZF-AA4W-01A	BLCA	2.354183345	2.548398685	2.159968005
TCGA-ZF-AA4X-01A	BLCA	2.856637672	3.375650125	2.337625219
TCGA-ZF-AA51-01A	BLCA	2.972294229	3.23157026	2.713018198
TCGA-ZF-AA52-01A	BLCA	2.532849586	2.633310499	2.432388674
TCGA-ZF-AA53-01A	BLCA	2.74328951	2.672082315	2.814496704
TCGA-ZF-AA54-01A	BLCA	2.784254755	3.330389892	2.238119617
TCGA-ZF-AA56-01A	BLCA	2.69118153	2.966796489	2.41556657
TCGA-ZF-AA58-01A	BLCA	2.4458491	2.629369258	2.262328942
TCGA-ZF-AA5H-01A	BLCA	3.039702561	3.381191396	2.698213726
TCGA-ZF-AA5N-01A	BLCA	2.631661706	3.183169255	2.080154157
TCGA-ZF-AA5P-01A	BLCA	2.027846237	2.069107841	1.986584633
TCGA-3C-AAAU-01A	BRCA	3.094343606	3.141017909	3.047669303
TCGA-3C-AALI-01A	BRCA	3.230825969	3.345868138	3.1157838
TCGA-3C-AALJ-01A	BRCA	3.310968624	3.268503583	3.353433665
TCGA-3C-AALK-01A	BRCA	2.787628326	2.772343717	2.802912935
TCGA-4H-AAAK-01A	BRCA	2.694050316	3.183097573	2.20500306
TCGA-5L-AAT0-01A	BRCA	2.536509871	2.658388898	2.414630843
TCGA-5L-AAT1-01A	BRCA	2.243861555	2.302418984	2.185304126
TCGA-5T-A9QA-01A	BRCA	3.408613565	3.537892353	3.279334776
TCGA-A1-A0SD-01A	BRCA	2.506243381	2.780337213	2.232149549
TCGA-A1-A0SE-01A	BRCA	2.690386514	2.637744015	2.743029013
TCGA-A1-A0SF-01A	BRCA	2.823785673	2.722275038	2.925296307
TCGA-A1-A0SG-01A	BRCA	2.808116675	2.929229297	2.687004054
TCGA-A1-A0SH-01A	BRCA	2.452404542	2.475098885	2.429710198
TCGA-A1-A0SI-01A	BRCA	2.806296061	3.12010149	2.492490632
TCGA-A1-A0SJ-01A	BRCA	3.418521096	3.334997873	3.50204432
TCGA-A1-A0SK-01A	BRCA	3.331057872	3.878616987	2.783498756
TCGA-A1-A0SM-01A	BRCA	3.133770606	3.266523032	3.001018179
TCGA-A1-A0SN-01A	BRCA	3.090039877	3.102322339	3.077757416
TCGA-A1-A0SO-01A	BRCA	3.295070276	3.540732813	3.049407739
TCGA-A1-A0SP-01A	BRCA	3.091950626	3.286766099	2.897135154
TCGA-A1-A0SQ-01A	BRCA	3.331412575	3.373962662	3.288862487
TCGA-A2-A04N-01A	BRCA	2.311123908	2.295946063	2.326301753
TCGA-A2-A04P-01A	BRCA	3.368193515	3.805123658	2.931263372
TCGA-A2-A04Q-01A	BRCA	2.046403052	2.23361617	1.859189933
TCGA-A2-A04R-01A	BRCA	2.793046106	3.210820781	2.375271431
TCGA-A2-A04T-01A	BRCA	3.330072207	3.860712739	2.799431675
TCGA-A2-A04U-01A	BRCA	3.308799724	3.768340001	2.849259447
TCGA-A2-A04V-01A	BRCA	2.834583116	3.487183752	2.18198248
TCGA-A2-A04W-01A	BRCA	2.683613646	2.415834448	2.951392843
TCGA-A2-A04X-01A	BRCA	2.514773823	2.69320382	2.336343826
TCGA-A2-A04Y-01A	BRCA	3.297984208	3.259402067	3.33656635
TCGA-A2-A0CK-01A	BRCA	2.709086634	3.041907694	2.376265575
TCGA-A2-A0CL-01A	BRCA	2.170399781	1.602783864	2.738015697
TCGA-A2-A0CM-01A	BRCA	3.056454691	3.19503382	2.917875561
TCGA-A2-A0CP-01A	BRCA	3.027374323	3.189881828	2.864866817
TCGA-A2-A0CQ-01A	BRCA	2.752608326	3.316916701	2.188299952
TCGA-A2-A0CR-01A	BRCA	1.969061099	2.061566226	1.876555972
TCGA-A2-A0CS-01A	BRCA	2.623456863	3.074149677	2.172764049
TCGA-A2-A0CT-01A	BRCA	3.267145293	3.839735033	2.694555553
TCGA-A2-A0CU-01A	BRCA	2.780846586	2.895022759	2.666670414
TCGA-A2-A0CV-01A	BRCA	2.310162538	2.184498452	2.435826625
TCGA-A2-A0CW-01A	BRCA	3.386336493	3.567955581	3.204717406
TCGA-A2-A0CX-01A	BRCA	3.003007773	2.712481144	3.293534401
TCGA-A2-A0D0-01A	BRCA	3.416311123	3.611328986	3.22129326
TCGA-A2-A0D1-01A	BRCA	3.482062619	3.681331175	3.282794062
TCGA-A2-A0D2-01A	BRCA	2.679100438	3.093637012	2.264563863
TCGA-A2-A0D3-01A	BRCA	2.80794368	3.183754832	2.432132528
TCGA-A2-A0D4-01A	BRCA	3.063995893	3.289431296	2.838560491
TCGA-A2-A0EM-01A	BRCA	2.911930426	3.405986388	2.417874464
TCGA-A2-A0EN-01A	BRCA	2.135779713	2.192780746	2.07877868
TCGA-A2-A0EO-01A	BRCA	2.937966677	3.110670375	2.765262978
TCGA-A2-A0EP-01A	BRCA	1.712234993	1.415437247	2.009032738
TCGA-A2-A0EQ-01A	BRCA	2.709011736	2.390524928	3.027498544
TCGA-A2-A0ER-01A	BRCA	3.083047374	3.290068084	2.876026664
TCGA-A2-A0ES-01A	BRCA	1.89360146	1.565653112	2.221549809
TCGA-A2-A0ET-01A	BRCA	3.227749545	3.691430611	2.764068479
TCGA-A2-A0EU-01A	BRCA	2.892641879	2.893141753	2.892142005
TCGA-A2-A0EV-01A	BRCA	2.655828594	2.943652863	2.368004325
TCGA-A2-A0EW-01A	BRCA	2.485167649	2.435371391	2.534963907
TCGA-A2-A0EX-01A	BRCA	3.132165245	3.108852185	3.155478304
TCGA-A2-A0EY-01A	BRCA	3.093475085	3.239396821	2.947553348
TCGA-A2-A0ST-01A	BRCA	1.790530897	1.46346519	2.117596604
TCGA-A2-A0SU-01A	BRCA	2.749631927	2.842446806	2.656817048
TCGA-A2-A0SV-01A	BRCA	3.307790436	3.324473054	3.291107817
TCGA-A2-A0SW-01A	BRCA	2.858855796	2.991869579	2.725842014
TCGA-A2-A0SX-01A	BRCA	2.981321913	3.156500884	2.806142941
TCGA-A2-A0SY-01A	BRCA	2.846350298	2.941831788	2.750868808
TCGA-A2-A0T0-01A	BRCA	2.891942513	3.177028495	2.606856531
TCGA-A2-A0T1-01A	BRCA	2.490944119	2.245469029	2.736419209
TCGA-A2-A0T2-01A	BRCA	3.28605013	3.687047628	2.885052632
TCGA-A2-A0T3-01A	BRCA	3.052042062	3.249999635	2.854084489
TCGA-A2-A0T4-01A	BRCA	2.841954933	2.815446245	2.868463622
TCGA-A2-A0T5-01A	BRCA	2.772680985	2.987090042	2.558271928
TCGA-A2-A0T6-01A	BRCA	2.353474916	2.268766526	2.438183305
TCGA-A2-A0T7-01A	BRCA	2.531676687	2.545089717	2.518263657
TCGA-A2-A0YC-01A	BRCA	2.798407024	2.885891111	2.710922938
TCGA-A2-A0YD-01A	BRCA	2.436892953	3.008482219	1.865303687
TCGA-A2-A0YE-01A	BRCA	3.31660972	3.711964194	2.921255247
TCGA-A2-A0YF-01A	BRCA	2.692063251	3.356492414	2.027634087
TCGA-A2-A0YG-01A	BRCA	2.855386132	3.214035564	2.496736701
TCGA-A2-A0YH-01A	BRCA	2.634035657	2.763692383	2.504378931
TCGA-A2-A0YI-01A	BRCA	2.495637972	2.581013402	2.410262543
TCGA-A2-A0YJ-01A	BRCA	3.074083584	2.840868518	3.30729865
TCGA-A2-A0YK-01A	BRCA	1.97352716	1.644073561	2.302980759
TCGA-A2-A0YL-01A	BRCA	2.096064504	2.100555695	2.091573313
TCGA-A2-A0YM-01A	BRCA	3.16613672	3.269676597	3.062596842
TCGA-A2-A0YT-01A	BRCA	3.347047931	3.788079567	2.906016296
TCGA-A2-A1FV-01A	BRCA	3.18829146	3.435601583	2.940981337
TCGA-A2-A1FW-01A	BRCA	3.151929241	3.070861292	3.232997189
TCGA-A2-A1FX-01A	BRCA	3.061122955	3.229729928	2.892515982
TCGA-A2-A1FZ-01A	BRCA	2.536916787	2.783859344	2.28997423
TCGA-A2-A1G0-01A	BRCA	2.67756229	2.950107652	2.405016928
TCGA-A2-A1G1-01A	BRCA	3.092135187	3.148751018	3.035519356
TCGA-A2-A1G4-01A	BRCA	3.013960459	3.003606131	3.024314787
TCGA-A2-A1G6-01A	BRCA	1.108541298	1.156779649	1.060302946
TCGA-A2-A259-01A	BRCA	2.410086349	2.505663208	2.314509491
TCGA-A2-A25A-01A	BRCA	1.705708265	1.781915997	1.629500533
TCGA-A2-A25B-01A	BRCA	2.980814636	3.116837725	2.844791546
TCGA-A2-A25C-01A	BRCA	2.635113289	3.220778243	2.049448335
TCGA-A2-A25D-01A	BRCA	2.735958169	2.839945026	2.631971313
TCGA-A2-A25E-01A	BRCA	3.03064002	3.177352714	2.883927327
TCGA-A2-A25F-01A	BRCA	1.752252591	1.556656707	1.947848474
TCGA-A2-A3KD-01A	BRCA	2.672927811	3.012479891	2.33337573
TCGA-A2-A3XT-01A	BRCA	3.047197888	3.219424779	2.874970997
TCGA-A2-A3XU-01A	BRCA	3.117610224	3.597162883	2.638057566
TCGA-A2-A3XV-01A	BRCA	2.888053972	3.097833515	2.67827443
TCGA-A2-A3XW-01A	BRCA	1.670915058	1.496927546	1.84490257
TCGA-A2-A3XX-01A	BRCA	3.280713645	3.273646666	3.287780625
TCGA-A2-A3XZ-01A	BRCA	2.341093686	2.320847781	2.361339592
TCGA-A2-A3Y0-01A	BRCA	3.068611651	3.347022708	2.790200593
TCGA-A2-A4S1-01A	BRCA	2.884097591	3.141548144	2.626647038
TCGA-A2-A4S2-01A	BRCA	2.695483662	2.847548242	2.543419083
TCGA-A2-A4S3-01A	BRCA	3.066978082	3.293596701	2.840359463
TCGA-A7-A0CD-01A	BRCA	3.102101991	3.683402244	2.520801738
TCGA-A7-A0CE-01A	BRCA	3.135343602	3.524235961	2.746451243
TCGA-A7-A0CG-01A	BRCA	2.353540354	2.722168532	1.984912177
TCGA-A7-A0CJ-01A	BRCA	3.357509873	3.612188935	3.102830811
TCGA-A7-A0D9-01A	BRCA	3.49124998	3.300696186	3.681803774
TCGA-A7-A0DA-01A	BRCA	2.931531551	3.215733955	2.647329148
TCGA-A7-A0DB-01A	BRCA	2.94141842	3.093435985	2.789400855
TCGA-A7-A13D-01A	BRCA	3.252621124	3.612565493	2.892676755
TCGA-A7-A13E-01A	BRCA	3.301390455	3.634539864	2.968241046
TCGA-A7-A13F-01A	BRCA	3.189418769	3.467075364	2.911762174
TCGA-A7-A13G-01A	BRCA	2.825401106	2.643632549	3.007169664
TCGA-A7-A26E-01A	BRCA	2.563151235	3.205269406	1.921033064
TCGA-A7-A26F-01A	BRCA	2.680243773	3.045645698	2.314841848
TCGA-A7-A26G-01A	BRCA	2.132265335	2.523861141	1.74066953
TCGA-A7-A26H-01A	BRCA	2.769193075	2.946023213	2.592362937
TCGA-A7-A26I-01A	BRCA	3.251226747	3.571733078	2.930720416
TCGA-A7-A26J-01A	BRCA	3.143867422	3.36935361	2.918381234
TCGA-A7-A2KD-01A	BRCA	2.968523865	2.905856218	3.031191512
TCGA-A7-A3RF-01A	BRCA	2.56845085	3.166613251	1.970288449
TCGA-A7-A425-01A	BRCA	3.035377999	3.081953719	2.988802279
TCGA-A7-A4SC-01A	BRCA	2.183700134	2.361093737	2.00630653
TCGA-A7-A4SD-01A	BRCA	3.160917883	3.132481489	3.189354278
TCGA-A7-A4SE-01A	BRCA	3.41181769	3.613102044	3.210533335
TCGA-A7-A56D-01A	BRCA	3.209255876	3.199959484	3.218552268
TCGA-A7-A5ZW-01A	BRCA	2.519930837	2.81580037	2.224061305
TCGA-A7-A5ZX-01A	BRCA	2.187040862	2.160665414	2.213416311
TCGA-A7-A6VV-01A	BRCA	3.427931152	3.577408122	3.278454183
TCGA-A7-A6VW-01A	BRCA	3.07635534	3.833399442	2.319311237
TCGA-A7-A6VX-01A	BRCA	3.236395175	3.591354681	2.881435668
TCGA-A7-A6VY-01A	BRCA	2.920430231	3.24440077	2.596459691
TCGA-A8-A06O-01A	BRCA	3.382897595	3.571700393	3.194094796
TCGA-A8-A06P-01A	BRCA	2.469339297	3.050789846	1.887888748
TCGA-A8-A06Q-01A	BRCA	3.382802297	3.720044668	3.045559927
TCGA-A8-A06R-01A	BRCA	3.343457809	3.452387311	3.234528307
TCGA-A8-A06T-01A	BRCA	2.862239165	3.06318648	2.661291851
TCGA-A8-A06U-01A	BRCA	3.08045747	3.222251539	2.938663401
TCGA-A8-A06X-01A	BRCA	3.23441567	3.474230333	2.994601007
TCGA-A8-A06Y-01A	BRCA	2.971610458	3.519168577	2.424052339
TCGA-A8-A06Z-01A	BRCA	3.102985646	3.114389395	3.091581898
TCGA-A8-A075-01A	BRCA	3.114994058	3.395365456	2.83462266
TCGA-A8-A076-01A	BRCA	3.450351862	3.484124399	3.416579324
TCGA-A8-A079-01A	BRCA	3.366872297	3.476909089	3.256835504
TCGA-A8-A07B-01A	BRCA	3.441455051	3.507666809	3.375243293
TCGA-A8-A07F-01A	BRCA	2.997748246	3.392430981	2.603065512
TCGA-A8-A07G-01A	BRCA	2.676864277	3.020429475	2.33329908
TCGA-A8-A07I-01A	BRCA	3.263232356	3.377298144	3.149166569
TCGA-A8-A07J-01A	BRCA	2.800736161	2.855252221	2.746220102
TCGA-A8-A07L-01A	BRCA	3.250043692	3.751146587	2.748940797
TCGA-A8-A07O-01A	BRCA	2.882204013	2.94156779	2.822840236
TCGA-A8-A07P-01A	BRCA	3.059543223	3.5513704	2.567716047
TCGA-A8-A07U-01A	BRCA	2.679441758	2.675952264	2.682931252
TCGA-A8-A07W-01A	BRCA	2.942089954	2.686919396	3.197260511
TCGA-A8-A07Z-01A	BRCA	3.159321343	3.498756593	2.819886093
TCGA-A8-A081-01A	BRCA	3.080117712	3.205541216	2.954694207
TCGA-A8-A082-01A	BRCA	2.916132033	3.190614554	2.641649512
TCGA-A8-A083-01A	BRCA	2.913921367	3.179274899	2.648567836
TCGA-A8-A085-01A	BRCA	3.071494546	3.634751389	2.508237704
TCGA-A8-A08B-01A	BRCA	3.169175067	3.080645046	3.257705088
TCGA-A8-A08C-01A	BRCA	2.726768226	2.641604168	2.811932284
TCGA-A8-A08F-01A	BRCA	2.987190836	2.957911718	3.016469953
TCGA-A8-A08G-01A	BRCA	3.132522197	3.122837386	3.142207008
TCGA-A8-A08H-01A	BRCA	2.507706974	3.043337445	1.972076503
TCGA-A8-A08J-01A	BRCA	3.399192189	3.241010576	3.557373803
TCGA-A8-A08L-01A	BRCA	3.176384995	3.706687912	2.646082077
TCGA-A8-A08O-01A	BRCA	2.770009191	2.962414585	2.577603798
TCGA-A8-A08P-01A	BRCA	2.819505532	2.809690399	2.829320665
TCGA-A8-A08R-01A	BRCA	3.09251817	3.518103746	2.666932594
TCGA-A8-A08S-01A	BRCA	3.361130243	3.672911732	3.049348754
TCGA-A8-A08T-01A	BRCA	3.100949916	3.38026091	2.821638921
TCGA-A8-A08X-01A	BRCA	2.611934106	2.51905267	2.704815542
TCGA-A8-A08Z-01A	BRCA	2.633463596	3.107289974	2.159637218
TCGA-A8-A090-01A	BRCA	3.07215969	3.535527589	2.608791791
TCGA-A8-A091-01A	BRCA	3.414083779	3.370558771	3.457608788
TCGA-A8-A092-01A	BRCA	3.371809556	3.752218491	2.991400621
TCGA-A8-A093-01A	BRCA	3.479969773	3.78015897	3.179780576
TCGA-A8-A094-01A	BRCA	2.893038603	3.264086619	2.521990586
TCGA-A8-A095-01A	BRCA	2.635519353	3.190531925	2.080506781
TCGA-A8-A096-01A	BRCA	2.170856931	2.871499357	1.470214505
TCGA-A8-A097-01A	BRCA	3.217981319	3.445029943	2.990932695
TCGA-A8-A099-01A	BRCA	2.848646718	3.666389505	2.030903931
TCGA-A8-A09A-01A	BRCA	2.434077962	2.506159383	2.361996541
TCGA-A8-A09B-01A	BRCA	2.916670299	3.268498011	2.564842587
TCGA-A8-A09C-01A	BRCA	3.343249042	3.32115499	3.365343095
TCGA-A8-A09D-01A	BRCA	3.21277082	3.150591891	3.27494975
TCGA-A8-A09E-01A	BRCA	3.089467654	3.294455938	2.88447937
TCGA-A8-A09G-01A	BRCA	2.798827994	3.039939464	2.557716525
TCGA-A8-A09I-01A	BRCA	3.134573419	3.128772518	3.140374319
TCGA-A8-A09K-01A	BRCA	3.220017195	3.548175956	2.891858434
TCGA-A8-A09M-01A	BRCA	2.83640834	3.088654039	2.584162642
TCGA-A8-A09N-01A	BRCA	3.176627994	3.713399013	2.639856975
TCGA-A8-A09Q-01A	BRCA	2.972681424	3.000205309	2.945157538
TCGA-A8-A09T-01A	BRCA	2.70214914	3.221543019	2.182755262
TCGA-A8-A09V-01A	BRCA	3.016401189	3.243742163	2.789060215
TCGA-A8-A09W-01A	BRCA	3.11339876	3.438713451	2.78808407
TCGA-A8-A09X-01A	BRCA	2.625748898	3.030673826	2.220823969
TCGA-A8-A09Z-01A	BRCA	2.258196909	3.070024167	1.446369651
TCGA-A8-A0A1-01A	BRCA	2.808788559	3.099996691	2.517580427
TCGA-A8-A0A2-01A	BRCA	2.953052914	3.055751254	2.850354575
TCGA-A8-A0A4-01A	BRCA	2.763435115	3.385085079	2.141785151
TCGA-A8-A0A6-01A	BRCA	3.021443907	2.741874128	3.301013686
TCGA-A8-A0A7-01A	BRCA	2.351300513	2.062145895	2.64045513
TCGA-A8-A0A9-01A	BRCA	3.657530825	3.856332301	3.458729348
TCGA-A8-A0AB-01A	BRCA	3.131419846	3.676062529	2.586777163
